year,month,day,39N,38N
2013,6,8,2.038,0.895
2013,6,9,1.321,-0.641
2013,6,10,1.016,-0.429
2013,6,11,2.261,0.528
2013,6,12,3.463,2.646
2013,6,13,4.957,4.029
2013,6,14,3.691,3.656
2013,6,15,2.866,2.162
2013,6,16,1.434,0.745
2013,6,17,0.906,0.782
2013,6,18,0.827,0.603
2013,6,19,0.951,0.805
2013,6,20,1.088,0.867
2013,6,21,1.312,0.954
2013,6,22,1.449,1.652
2013,6,23,0.583,0.343
2013,6,24,0.223,-0.349
2013,6,25,-0.094,-0.691
2013,6,26,-0.634,-0.264
2013,6,27,-0.169,-0.121
2013,6,28,0.14,0.537
2013,6,29,0.837,0.937
2013,6,30,1.131,1.116
2013,7,1,1.514,1.298
2013,7,2,1.636,0.809
2013,7,3,1.2,0.594
2013,7,4,1.813,0.875
2013,7,5,4.029,2.398
2013,7,6,4.986,2.899
2013,7,7,3.001,0.906
2013,7,8,1.612,0.903
2013,7,9,1.142,0.429
2013,7,10,0.611,0.213
2013,7,11,1.281,0.481
2013,7,12,1.943,0.481
2013,7,13,1.595,0.383
2013,7,14,1.107,0.245
2013,7,15,0.931,0.663
2013,7,16,0.651,0.543
2013,7,17,0.524,0.318
2013,7,18,0.966,0.704
2013,7,19,2.289,1.451
2013,7,20,3.48,1.509
2013,7,21,2.446,1.555
2013,7,22,1.082,0.132
2013,7,23,0.301,-0.21
2013,7,24,-0.077,0.026
2013,7,25,0.208,-0.363
2013,7,26,0.596,-1.075
2013,7,27,0.499,0.434
2013,7,28,1.201,0.299
2013,7,29,2.443,0.416
2013,7,30,1.849,0.521
2013,7,31,1.619,0.113
2013,8,1,2.049,1.268
2013,8,2,2.465,1.901
2013,8,3,2.532,2.003
2013,8,4,1.823,1.145
2013,8,5,0.972,0.279
2013,8,6,0.313,0.172
2013,8,7,0.215,-0.103
2013,8,8,0.51,0.083
2013,8,9,0.77,0.559
2013,8,10,0.638,0.318
2013,8,11,0.414,0.283
2013,8,12,1.014,0.496
2013,8,13,1.173,0.771
2013,8,14,0.767,0.802
2013,8,15,0.405,0.416
2013,8,16,0.237,0.3
2013,8,17,0.686,0.561
2013,8,18,1.505,1.221
2013,8,19,1.985,0.114
2013,8,20,0.864,-0.167
2013,8,21,0.302,0.074
2013,8,22,-0.022,-0.015
2013,8,23,0.063,0.272
2013,8,24,0.587,0.273
2013,8,25,0.298,0.498
2013,8,26,0.288,0.33
2013,8,27,0.227,0.67
2013,8,28,0.197,0.157
2013,8,29,-0.167,0.173
2013,8,30,-0.144,0.021
2013,8,31,0.441,0.759
2013,9,1,0.182,0.561
2013,9,2,0.038,0.264
2013,9,3,0.112,0.212
2013,9,4,0.4,0.504
2013,9,5,0.659,0.459
2013,9,6,1.274,1.321
2013,9,7,1.632,0.754
2013,9,8,1.265,0.65
2013,9,9,0.676,0.29
2013,9,10,0.092,-0.02
2013,9,11,-0.209,-0.092
2013,9,12,-0.175,0.15
2013,9,13,0.631,0.474
2013,9,14,1.173,1.262
2013,9,15,0.871,0.792
2013,9,16,0.641,0.347
2013,9,17,1.077,1.049
2013,9,18,1.893,2.355
2013,9,19,1.571,1.29
2013,9,20,0.541,0.253
2013,9,21,0.037,-0.191
2013,9,22,0.231,0.071
2013,9,23,0.178,-0.042
2013,9,24,0.261,0.449
2013,9,25,1.457,0.994
2013,9,26,2.64,2.158
2013,9,27,2.79,1.973
2013,9,28,1.046,0.347
2013,9,29,0.091,0.083
2013,9,30,0.173,-0.08
2013,10,1,0.412,0.029
2013,10,2,2.903,1.977
2013,10,3,4.453,3.05
2013,10,4,3.497,2.205
2013,10,5,0.326,-0.159
2013,10,6,-0.091,-0.437
2013,10,7,0.108,0.074
2013,10,8,2.099,0.558
2013,10,9,6.135,4.027
2013,10,10,5.474,3.111
2013,10,11,1.799,1.094
2013,10,12,1.104,0.789
2013,10,13,1.488,1.199
2013,10,14,0.966,0.607
2013,10,15,0.292,-0.066
2013,10,16,-0.135,0.222
2013,10,17,-0.173,0.049
2013,10,18,0.293,0.025
2013,10,19,0.421,0.353
2013,10,20,0.33,0.065
2013,10,21,0.526,0.173
2013,10,22,0.28,0.114
2013,10,23,0.087,-0.59
2013,10,24,0.095,0.265
2013,10,25,-0.051,-0.042
2013,10,26,0.096,-0.325
2013,10,27,0.409,0.692
2013,10,28,1.845,1.116
2013,10,29,1.838,0.591
2013,10,30,0.595,0.328
2013,10,31,0.611,-0.103
2013,11,1,0.155,0.066
2013,11,2,0.712,0.639
2013,11,3,2.493,2.139
2013,11,4,3.932,3.859
2013,11,5,2.126,2.205
2013,11,6,0.639,0.476
2013,11,7,0.075,-0.044
2013,11,8,0.44,0.587
2013,11,9,0.706,0.54
2013,11,10,-0.197,0.041
2013,11,11,-0.865,-0.073
2013,11,12,-0.395,-0.423
2013,11,13,0.18,0.31
2013,11,14,1.406,0.671
2013,11,15,3.642,2.609
2013,11,16,3.323,2.688
2013,11,17,0.539,0.329
2013,11,18,-0.146,-0.328
2013,11,19,-0.643,-0.188
2013,11,20,0.091,-0.535
2013,11,21,0.827,0.609
2013,11,22,2.224,0.545
2013,11,23,1.252,-0.394
2013,11,24,0.089,-0.217
2013,11,25,-0.384,-0.364
2013,11,26,-0.514,-0.351
2013,11,27,-0.615,-0.084
2013,11,28,-0.277,-0.561
2013,11,29,0.13,-0.289
2013,11,30,0.512,0.238
2013,12,1,1.265,0.134
2013,12,2,1.544,0.459
2013,12,3,1.808,1.449
2013,12,4,2.586,1.765
2013,12,5,2.47,1.327
2013,12,6,1.294,0.927
2013,12,7,1.134,0.696
2013,12,8,0.866,0.235
2013,12,9,0.554,-0.47
2013,12,10,-0.09,-0.853
2013,12,11,0.048,-0.875
2013,12,12,0.218,-0.155
2013,12,13,0.037,-0.284
2013,12,14,0.287,-0.293
2013,12,15,0.471,0.2
2013,12,16,0.272,-0.316
2013,12,17,0.113,-0.466
2013,12,18,0.362,-0.051
2013,12,19,3.853,1.928
2013,12,20,6.398,5.17
2013,12,21,2.885,3.312
2013,12,22,1.621,0.417
2013,12,23,-0.07,0.002
2013,12,24,0.193,-0.314
2013,12,25,0.085,-0.882
2013,12,26,-0.461,-0.485
2013,12,27,-0.202,-0.234
2013,12,28,0.076,-0.255
2013,12,29,0.313,-0.479
2013,12,30,-0.912,0.302
2013,12,31,-0.556,-0.327
2014,1,1,-0.295,0.795
2014,1,2,0.708,0.781
2014,1,3,0.37,0.09
2014,1,4,0.302,-0.308
2014,1,5,-0.049,-0.621
2014,1,6,-0.35,-0.249
2014,1,7,0.086,0.392
2014,1,8,0.22,0.232
2014,1,9,0.107,-0.037
2014,1,10,0.404,1.027
2014,1,11,0.293,0.217
2014,1,12,0.263,-0.237
2014,1,13,-0.137,0.191
2014,1,14,-0.269,-0.064
2014,1,15,0.062,0.135
2014,1,16,0.233,-0.258
2014,1,17,-0.101,-0.535
2014,1,18,0.262,-0.773
2014,1,19,0.119,-0.679
2014,1,20,-0.04,-0.523
2014,1,21,0.255,-0.642
2014,1,22,-0.058,-0.399
2014,1,23,-0.007,-0.248
2014,1,24,-0.381,-0.458
2014,1,25,-0.644,-0.48
2014,1,26,-0.004,-0.284
2014,1,27,0.135,-0.138
2014,1,28,-0.33,-0.386
2014,1,29,-0.227,-0.062
2014,1,30,0.173,0.705
2014,1,31,1.402,1.254
2014,2,1,0.985,1.359
2014,2,2,-0.157,0.185
2014,2,3,-0.219,-0.591
2014,2,4,0.459,0.607
2014,2,5,0.932,1.597
2014,2,6,0.284,0.08
2014,2,7,0.163,-0.65
2014,2,8,-0.705,-0.908
2014,2,9,-0.507,-0.653
2014,2,10,-0.151,0.273
2014,2,11,0.56,0.666
2014,2,12,0.489,0.184
2014,2,13,-0.239,-0.079
2014,2,14,-0.027,0.171
2014,2,15,-0.127,-0.251
2014,2,16,-0.015,0.295
2014,2,17,0.332,0.514
2014,2,18,0.292,0.262
2014,2,19,0.307,0.206
2014,2,20,1.261,1.25
2014,2,21,1.816,1.06
2014,2,22,1.109,0.38
2014,2,23,0.561,0.253
2014,2,24,0.325,-0.002
2014,2,25,-0.213,-0.301
2014,2,26,-1.603,-1.124
2014,2,27,-1.362,-0.704
2014,2,28,-0.705,-0.907
2014,3,1,-1.364,-1.182
2014,3,2,-0.9,-0.703
2014,3,3,-0.592,-0.261
2014,3,4,-0.39,-0.432
2014,3,5,-0.671,-0.219
2014,3,6,-0.434,0.285
2014,3,7,0.264,0.104
2014,3,8,0.389,0.324
2014,3,9,-0.112,0.066
2014,3,10,-0.197,0.053
2014,3,11,1.329,0.72
2014,3,12,1.245,0.873
2014,3,13,0.278,-0.046
2014,3,14,0.365,-0.016
2014,3,15,0.668,0.45
2014,3,16,0.279,0.321
2014,3,17,0.729,0.785
2014,3,18,2.515,1.76
2014,3,19,2.004,0.534
2014,3,20,1.618,0.437
2014,3,21,1.821,0.556
2014,3,22,1.477,0.752
2014,3,23,0.838,0.525
2014,3,24,0.147,0.086
2014,3,25,0.024,0.246
2014,3,26,-0.062,0.032
2014,3,27,-0.34,0.017
2014,3,28,-0.773,-0.267
2014,3,29,-0.575,-0.162
2014,3,30,-0.089,0.011
2014,3,31,0.181,0.048
2014,4,1,-0.2,-0.143
2014,4,2,0.141,0.252
2014,4,3,0.09,0.289
2014,4,4,0.048,0.262
2014,4,5,0.032,0.278
2014,4,6,0.409,0.927
2014,4,7,0.547,0.204
2014,4,8,0.279,-0.215
2014,4,9,0.164,0.151
2014,4,10,0.575,0.215
2014,4,11,0.667,0.091
2014,4,12,0.411,0.131
2014,4,13,0.149,-0.093
2014,4,14,0.388,0.204
2014,4,15,0.83,0.422
2014,4,16,2.982,1.902
2014,4,17,2.879,2.811
2014,4,18,2.151,2.149
2014,4,19,1.188,1.308
2014,4,20,1.204,0.965
2014,4,21,1.184,0.376
2014,4,22,0.772,0.56
2014,4,23,0.268,0.697
2014,4,24,0.002,0.273
2014,4,25,0.023,0.297
2014,4,26,0.637,0.859
2014,4,27,0.552,0.48
2014,4,28,0.484,-0.058
2014,4,29,0.587,0.493
2014,4,30,0.184,0
2014,5,1,0.134,-0.392
2014,5,2,0.009,0.114
2014,5,3,0.456,0.083
2014,5,4,0.336,0.517
2014,5,5,0.469,0.39
2014,5,6,1.661,1.92
2014,5,7,3.18,3.477
2014,5,8,0.966,1.096
2014,5,9,0.253,-0.026
2014,5,10,0.891,0.802
2014,5,11,1.973,1.985
2014,5,12,1.64,1.064
2014,5,13,0.507,0.058
2014,5,14,-0.044,0.059
2014,5,15,0.103,-0.034
2014,5,16,0.443,0.196
2014,5,17,1.517,1.308
2014,5,18,1.393,1.282
2014,5,19,0.822,0.577
2014,5,20,0.474,0.272
2014,5,21,1.355,0.753
2014,5,22,2.035,1.175
2014,5,23,1.108,0.584
2014,5,24,1.191,0.92
2014,5,25,1.86,1.868
2014,5,26,2.424,2.22
2014,5,27,3.134,2.784
2014,5,28,3.3,2.782
2014,5,29,3.04,2.503
2014,5,30,3.489,2.28
2014,5,31,3.166,1.755
2014,6,1,3.009,1.227
2014,6,2,2.338,0.661
2014,6,3,2.069,0.952
2014,6,4,1.897,0.779
2014,6,5,1.306,0.633
2014,6,6,0.559,0.205
2014,6,7,1.369,0.244
2014,6,8,2.323,0.643
2014,6,9,2.713,1.308
2014,6,10,2.462,0.434
2014,6,11,1.515,0.035
2014,6,12,1.011,0.067
2014,6,13,2.362,1.838
2014,6,14,3.101,2.46
2014,6,15,3.066,1.865
2014,6,16,2.519,2.231
2014,6,17,2.927,2.239
2014,6,18,2.541,1.271
2014,6,19,1.672,1.207
2014,6,20,2.369,1.283
2014,6,21,2.55,2.641
2014,6,22,2.143,1.964
2014,6,23,1.999,0.978
2014,6,24,1.919,1.484
2014,6,25,1.178,1.263
2014,6,26,0.436,0.293
2014,6,27,0.401,-0.018
2014,6,28,0.49,0.113
2014,6,29,1.777,1.647
2014,6,30,1.962,1.052
2014,7,1,1.199,0.49
2014,7,2,1.355,0.419
2014,7,3,2.375,1.577
2014,7,4,2.944,1.871
2014,7,5,1.764,0.638
2014,7,6,1.129,0.108
2014,7,7,1.045,0.475
2014,7,8,1.174,0.116
2014,7,9,0.575,-0.153
2014,7,10,-0.35,0.464
2014,7,11,-0.465,0.318
2014,7,12,-0.279,0.271
2014,7,13,0.751,0.635
2014,7,14,2.801,1.694
2014,7,15,0.8,0.027
2014,7,16,-0.233,-0.42
2014,7,17,-1.114,-0.375
2014,7,18,-0.465,-0.23
2014,7,19,-0.235,0.466
2014,7,20,-0.251,0.139
2014,7,21,-0.23,-0.361
2014,7,22,-0.26,-0.43
2014,7,23,-0.105,0.019
2014,7,24,0.642,0.336
2014,7,25,2.682,1.98
2014,7,26,1.962,0.636
2014,7,27,0.732,0.282
2014,7,28,0.394,0.098
2014,7,29,0.428,-0.021
2014,7,30,0.552,-0.064
2014,7,31,0.844,0.465
2014,8,1,0.816,0.053
2014,8,2,0.88,0.649
2014,8,3,1.528,0.475
2014,8,4,1.244,0.807
2014,8,5,0.812,-0.07
2014,8,6,0.907,0.066
2014,8,7,1.465,0.555
2014,8,8,1.904,1.371
2014,8,9,2.456,1.481
2014,8,10,1.323,0.868
2014,8,11,0.146,-0.109
2014,8,12,-0.081,0.012
2014,8,13,0.025,0.131
2014,8,14,0.327,0.672
2014,8,15,0.723,0.172
2014,8,16,0.83,0.365
2014,8,17,0.389,0.229
2014,8,18,0.43,0.074
2014,8,19,0.928,0.288
2014,8,20,0.538,-0.011
2014,8,21,0.608,-0.445
2014,8,22,0.887,0.054
2014,8,23,1.049,-0.815
2014,8,24,0.61,0.011
2014,8,25,0.28,-0.254
2014,8,26,-0.099,-0.24
2014,8,27,0.284,-0.53
2014,8,28,-0.374,0.189
2014,8,29,0.008,0.084
2014,8,30,1.262,0.818
2014,8,31,1.474,1.198
2014,9,1,1.555,1.408
2014,9,2,1.068,0.703
2014,9,3,1.132,0.575
2014,9,4,1.271,0.054
2014,9,5,0.072,0.035
2014,9,6,-0.18,-0.012
2014,9,7,-0.245,0.038
2014,9,8,0.161,0.055
2014,9,9,0.58,0.587
2014,9,10,0.564,0.161
2014,9,11,-0.063,-0.091
2014,9,12,-0.165,0.154
2014,9,13,0.314,0.122
2014,9,14,0.313,-0.176
2014,9,15,0.003,-0.01
2014,9,16,-0.054,-0.109
2014,9,17,-0.091,-0.135
2014,9,18,-0.522,-0.294
2014,9,19,-0.268,-0.121
2014,9,20,0.016,-0.042
2014,9,21,0.074,0.02
2014,9,22,-0.097,-0.087
2014,9,23,-0.075,0.332
2014,9,24,0.069,-0.248
2014,9,25,-0.043,-0.126
2014,9,26,-0.199,0.063
2014,9,27,0.251,0.656
2014,9,28,2.267,2.011
2014,9,29,1.337,1.078
2014,9,30,1.272,1.367
2014,10,1,2.895,2.11
2014,10,2,1.527,0.921
2014,10,3,0.191,-0.001
2014,10,4,0.184,-0.09
2014,10,5,0.135,-0.132
2014,10,6,0.015,-0.378
2014,10,7,-0.102,-0.074
2014,10,8,0.186,0.281
2014,10,9,0.519,0.542
2014,10,10,0.886,0.767
2014,10,11,1.625,1.42
2014,10,12,1.875,1.402
2014,10,13,0.708,0.249
2014,10,14,-0.201,-0.345
2014,10,15,-0.4,-0.087
2014,10,16,-0.382,-0.068
2014,10,17,-0.609,-0.025
2014,10,18,-1.024,-0.659
2014,10,19,-0.379,-0.025
2014,10,20,-0.113,-0.049
2014,10,21,-0.191,-0.332
2014,10,22,-0.138,0.155
2014,10,23,-0.021,0.11
2014,10,24,-0.255,-0.461
2014,10,25,-0.281,0.015
2014,10,26,0.135,0.241
2014,10,27,0.933,0.853
2014,10,28,0.64,1.473
2014,10,29,0.482,0.227
2014,10,30,0.26,0.248
2014,10,31,0.229,-0.009
2014,11,1,0.297,0.224
2014,11,2,1.048,0.843
2014,11,3,0.921,0.888
2014,11,4,0.123,0.329
2014,11,5,-0.109,-0.042
2014,11,6,0.006,0.182
2014,11,7,0.149,0.045
2014,11,8,0.436,0.453
2014,11,9,0.474,0.532
2014,11,10,1.144,0.104
2014,11,11,0.261,0.016
2014,11,12,-0.102,-0.016
2014,11,13,-0.063,0.059
2014,11,14,0.145,-0.155
2014,11,15,0.069,0.034
2014,11,16,0.045,0.137
2014,11,17,-0.272,-0.348
2014,11,18,-0.863,-1.013
2014,11,19,-1.642,-0.455
2014,11,20,-0.178,0.148
2014,11,21,0.134,0.016
2014,11,22,0.1,0.037
2014,11,23,0.159,0.174
2014,11,24,0.721,0.422
2014,11,25,0.382,-0.026
2014,11,26,-0.397,-0.014
2014,11,27,-0.965,-0.325
2014,11,28,-0.731,0.54
2014,11,29,-0.491,-0.233
2014,11,30,-0.647,-0.052
2014,12,1,-0.924,0.008
2014,12,2,-2.153,-0.849
2014,12,3,-1.724,-0.886
2014,12,4,-0.63,-0.372
2014,12,5,-0.705,-0.161
2014,12,6,-0.591,-0.15
2014,12,7,-0.761,-0.107
2014,12,8,-1.997,-0.664
2014,12,9,-1.973,-1.085
2014,12,10,-1.599,-0.223
2014,12,11,-1.51,-0.997
2014,12,12,0.069,0.056
2014,12,13,-0.034,0.361
2014,12,14,0.131,0.358
2014,12,15,-1.534,0.218
2014,12,16,-0.514,0.691
2014,12,17,-0.905,0.786
2014,12,18,-1.128,0.132
2014,12,19,-0.262,0.331
2014,12,20,-0.047,-0.342
2014,12,21,0.04,0.171
2014,12,22,1.007,0.764
2014,12,23,1.361,0.892
2014,12,24,1.48,0.891
2014,12,25,2.327,2.19
2014,12,26,3.003,2.503
2014,12,27,0.522,0.471
2014,12,28,0.302,0.209
2014,12,29,0.843,0.052
2014,12,30,1.771,0.569
2014,12,31,1.081,1.027
2015,1,1,1.307,0.295
2015,1,2,0.139,-0.574
2015,1,3,-0.34,-0.057
2015,1,4,-0.431,0.498
2015,1,5,-0.25,-0.481
2015,1,6,-0.385,-0.876
2015,1,7,-0.452,-0.911
2015,1,8,-0.624,-1.093
2015,1,9,-0.765,-0.411
2015,1,10,-0.442,0.243
2015,1,11,0.716,0.411
2015,1,12,1.436,0.447
2015,1,13,0.582,0.528
2015,1,14,-0.186,-0.796
2015,1,15,-0.844,0.45
2015,1,16,-1.197,0.81
2015,1,17,-0.487,-0.085
2015,1,18,0.135,-0.187
2015,1,19,0.329,0.174
2015,1,20,1.944,0.709
2015,1,21,0.743,0.244
2015,1,22,-0.478,0.265
2015,1,23,0.666,0.38
2015,1,24,0.929,0.02
2015,1,25,0.338,-0.025
2015,1,26,-0.289,-0.661
2015,1,27,-0.339,-0.086
2015,1,28,-0.229,0.365
2015,1,29,0.34,0.319
2015,1,30,1.452,0.618
2015,1,31,1.238,1.197
2015,2,1,0.082,0.164
2015,2,2,-0.187,-0.058
2015,2,3,-0.128,-0.131
2015,2,4,0.094,0.12
2015,2,5,-0.806,-0.309
2015,2,6,-4.077,-2.457
2015,2,7,-2.623,-2.548
2015,2,8,-1.17,-1.242
2015,2,9,-0.794,-0.692
2015,2,10,0.102,0.367
2015,2,11,-0.001,0.646
2015,2,12,0.789,-0.353
2015,2,13,0.248,0
2015,2,14,0.34,0.873
2015,2,15,0.651,0.388
2015,2,16,0.53,-0.21
2015,2,17,0.38,-0.142
2015,2,18,-0.196,0.599
2015,2,19,1.38,0.587
2015,2,20,1.1,0.748
2015,2,21,1.092,0.472
2015,2,22,1.139,0.178
2015,2,23,0.656,-0.429
2015,2,24,-0.307,0.592
2015,2,25,1.018,1.446
2015,2,26,2.742,1.287
2015,2,27,3.006,2.174
2015,2,28,2.165,1.761
2015,3,1,1.439,-0.291
2015,3,2,1.172,0.217
2015,3,3,1.494,0.584
2015,3,4,0.531,-0.086
2015,3,5,0,-0.4
2015,3,6,-0.123,-0.309
2015,3,7,0.019,0.175
2015,3,8,0.175,0.106
2015,3,9,0.451,0.218
2015,3,10,0.085,0.457
2015,3,11,0.245,0.065
2015,3,12,0.232,0.407
2015,3,13,0.16,-0.022
2015,3,14,0.18,0.074
2015,3,15,-0.013,-0.453
2015,3,16,-0.552,0.057
2015,3,17,0.338,0.582
2015,3,18,1.252,1.604
2015,3,19,2.011,1.351
2015,3,20,0.444,0.493
2015,3,21,0.15,0.043
2015,3,22,-0.018,0.273
2015,3,23,0.149,-0.005
2015,3,24,0.158,0.046
2015,3,25,0.12,0.201
2015,3,26,0.615,0.619
2015,3,27,0.916,1.05
2015,3,28,1.852,1.827
2015,3,29,2.678,2.536
2015,3,30,1.772,2.233
2015,3,31,1.692,1.712
2015,4,1,2.222,3.035
2015,4,2,3.045,3.177
2015,4,3,3.207,2.782
2015,4,4,1.787,1.827
2015,4,5,0.209,0.806
2015,4,6,-0.233,0.138
2015,4,7,-0.236,0.382
2015,4,8,0.07,-0.043
2015,4,9,0.317,0.656
2015,4,10,0.366,0.509
2015,4,11,0.467,0.471
2015,4,12,1.136,1.035
2015,4,13,1.718,1.501
2015,4,14,1.393,1.544
2015,4,15,2.351,2.666
2015,4,16,2.582,2.087
2015,4,17,1.259,0.436
2015,4,18,0.861,0.624
2015,4,19,0.953,0.606
2015,4,20,0.301,0.318
2015,4,21,0.837,0.245
2015,4,22,3.54,1.702
2015,4,23,5.98,4.086
2015,4,24,2.677,2.328
2015,4,25,-0.27,1.173
2015,4,26,0.319,0.694
2015,4,27,0.688,1.043
2015,4,28,1.439,1.294
2015,4,29,1.889,2.559
2015,4,30,3.627,2.175
2015,5,1,2.056,0.036
2015,5,2,0.732,-0.239
2015,5,3,0.93,0.377
2015,5,4,1.766,0.722
2015,5,5,3.155,2.056
2015,5,6,4.977,4.079
2015,5,7,5.495,4.426
2015,5,8,3.948,1.923
2015,5,9,0.162,0.47
2015,5,10,0.593,0.218
2015,5,11,2.49,1.78
2015,5,12,2.433,1.919
2015,5,13,0.419,0.091
2015,5,14,-0.397,-0.614
2015,5,15,-0.294,-0.162
2015,5,16,0.643,0.497
2015,5,17,1.486,0.909
2015,5,18,1.157,0.352
2015,5,19,1.124,0.407
2015,5,20,1.344,0.612
2015,5,21,0.61,0.294
2015,5,22,0.281,0.392
2015,5,23,1.216,0.632
2015,5,24,2.314,1.519
2015,5,25,1.712,1.577
2015,5,26,1.221,0.582
2015,5,27,0.754,0.471
2015,5,28,0.928,0.642
2015,5,29,1.226,0.662
2015,5,30,0.93,0.508
2015,5,31,0.081,0.29
2015,6,1,-0.16,0.067
2015,6,2,-0.024,0.126
2015,6,3,1.206,0.925
2015,6,4,3.411,3.104
2015,6,5,3.516,1.831
2015,6,6,0.965,0.399
2015,6,7,0.253,-0.422
2015,6,8,-0.337,-0.754
2015,6,9,-0.341,-0.396
2015,6,10,-0.429,0.242
2015,6,11,0.144,-0.285
2015,6,12,1.043,0.297
2015,6,13,1.081,0.288
2015,6,14,1.689,-0.144
2015,6,15,1.683,0.505
2015,6,16,2.366,1.505
2015,6,17,1.941,1.422
2015,6,18,1.504,1.145
2015,6,19,1.688,1.271
2015,6,20,1.497,1.364
2015,6,21,0.734,0.747
2015,6,22,0.775,0.725
2015,6,23,1.141,1.178
2015,6,24,1.78,1.599
2015,6,25,1.759,1.393
2015,6,26,0.573,0.038
2015,6,27,-0.07,-0.058
2015,6,28,-0.144,-0.048
2015,6,29,0.097,0.159
2015,6,30,0.531,0.584
2015,7,1,0.835,0.289
2015,7,2,0.238,0.026
2015,7,3,-0.276,-0.211
2015,7,4,-0.172,-0.313
2015,7,5,0.615,-0.055
2015,7,6,-0.109,-0.235
2015,7,7,-0.256,-0.452
2015,7,8,-0.103,-0.136
2015,7,9,0.129,-0.083
2015,7,10,-0.087,-0.386
2015,7,11,0.007,-0.052
2015,7,12,-0.532,0.065
2015,7,13,-0.365,-0.069
2015,7,14,0.314,1.118
2015,7,15,1.872,1.498
2015,7,16,2.072,0.342
2015,7,17,1.439,-0.031
2015,7,18,0.208,-0.288
2015,7,19,-0.189,-0.368
2015,7,20,-0.125,-0.392
2015,7,21,0.567,0.688
2015,7,22,1.558,0.388
2015,7,23,1.663,1.131
2015,7,24,0.8,0.893
2015,7,25,0.481,0.733
2015,7,26,1.166,0.957
2015,7,27,1.989,1.707
2015,7,28,1.616,0.739
2015,7,29,0.179,0.347
2015,7,30,-0.161,-0.166
2015,7,31,0.014,-0.006
2015,8,1,0.107,-0.251
2015,8,2,-0.049,-0.352
2015,8,3,0.25,0.141
2015,8,4,0.328,0.159
2015,8,5,0.089,-0.008
2015,8,6,0.829,0.496
2015,8,7,1.126,0.373
2015,8,8,0.85,0.173
2015,8,9,1.057,0.915
2015,8,10,1.01,1.305
2015,8,11,0.714,0.509
2015,8,12,0.25,-0.12
2015,8,13,0.252,-0.516
2015,8,14,0.043,-0.241
2015,8,15,0.665,0.57
2015,8,16,1.097,0.686
2015,8,17,0.736,0.004
2015,8,18,0.28,0.106
2015,8,19,0.085,-0.201
2015,8,20,0.128,-0.085
2015,8,21,0.576,0.039
2015,8,22,0.685,0.201
2015,8,23,-0.061,0.038
2015,8,24,-0.255,-0.074
2015,8,25,0.04,0.416
2015,8,26,0.779,0.544
2015,8,27,0.582,0.494
2015,8,28,0.359,0.528
2015,8,29,-0.007,0.002
2015,8,30,-0.055,-0.215
2015,8,31,0.191,0.415
2015,9,1,1.228,0.939
2015,9,2,0.945,0.813
2015,9,3,1.25,0.888
2015,9,4,2.497,2.105
2015,9,5,2.32,2.16
2015,9,6,2.002,1.231
2015,9,7,1.676,0.747
2015,9,8,0.735,-0.17
2015,9,9,0.088,-0.062
2015,9,10,0.099,-0.156
2015,9,11,0.146,0.362
2015,9,12,0.514,0.335
2015,9,13,0.806,0.318
2015,9,14,0.496,-0.151
2015,9,15,0.314,0.058
2015,9,16,0.02,0.032
2015,9,17,-0.123,0.017
2015,9,18,0.287,0.321
2015,9,19,1.227,1.301
2015,9,20,1.026,0.489
2015,9,21,0.924,-0.028
2015,9,22,1.882,1.069
2015,9,23,1.478,1.326
2015,9,24,0.785,1.14
2015,9,25,0.633,0.945
2015,9,26,1.118,1.22
2015,9,27,1.708,1.212
2015,9,28,0.845,0.657
2015,9,29,0.122,0.039
2015,9,30,-0.08,0.081
2015,10,1,-0.067,0.073
2015,10,2,0.273,0.347
2015,10,3,1.527,1.353
2015,10,4,2.411,1.495
2015,10,5,0.19,-0.111
2015,10,6,0.08,-0.113
2015,10,7,0.115,-0.171
2015,10,8,-0.138,-0.032
2015,10,9,-0.089,0.05
2015,10,10,-0.121,-0.129
2015,10,11,0.231,0.437
2015,10,12,0.929,0.966
2015,10,13,0.807,0.244
2015,10,14,0.005,-0.154
2015,10,15,-0.192,-0.068
2015,10,16,0.013,0.147
2015,10,17,0.02,0.455
2015,10,18,0.184,-0.106
2015,10,19,0.471,0.835
2015,10,20,1.143,1.239
2015,10,21,1.898,1.319
2015,10,22,2.233,1.336
2015,10,23,0.82,0.43
2015,10,24,0.052,0.178
2015,10,25,-0.034,-0.315
2015,10,26,-0.014,-0.297
2015,10,27,-0.31,-0.15
2015,10,28,-0.126,0.158
2015,10,29,0.345,0.218
2015,10,30,1.279,1.492
2015,10,31,1.067,1.061
2015,11,1,0.25,0.182
2015,11,2,0.413,0.556
2015,11,3,2.097,2.346
2015,11,4,3.697,3.438
2015,11,5,1.156,0.726
2015,11,6,-0.151,0
2015,11,7,0.043,-0.062
2015,11,8,-0.06,0.089
2015,11,9,0.359,0.289
2015,11,10,0.943,0.404
2015,11,11,0.896,0.285
2015,11,12,0.348,-0.034
2015,11,13,0.772,0.074
2015,11,14,0.297,0.457
2015,11,15,0.383,0.399
2015,11,16,1.428,1.848
2015,11,17,1.169,1.679
2015,11,18,0.769,0.811
2015,11,19,0.585,0.276
2015,11,20,0.568,-0.046
2015,11,21,0.721,0.371
2015,11,22,0.616,0.231
2015,11,23,0.242,-0.009
2015,11,24,0.138,-0.041
2015,11,25,0.646,0.669
2015,11,26,0.374,0.075
